Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Priority
ORD-10011,2024-06-20,2024-06-20,Standard Class,CUS-8641,Customer CUS-8641,Corporate,United States,City_76,Virginia,East,PROD-76431,Office Supplies,Binders,Binders Product PROD-76431,161.18,2,0.05,94.40,Critical
ORD-10012,2024-06-24,2024-06-24,Standard Class,CUS-9499,Customer CUS-9499,Corporate,United States,City_64,Virginia,Central,PROD-65026,Technology,Binders,Binders Product PROD-65026,1201.02,3,0.00,948.72,Critical
ORD-10013,2023-01-19,2023-01-19,Standard Class,CUS-4718,Customer CUS-4718,Consumer,United States,City_87,Washington,West,PROD-65261,Furniture,Accessories,Accessories Product PROD-65261,227.33,6,0.00,163.95,Low
ORD-10014,2022-12-25,2022-12-25,First Class,CUS-5293,Customer CUS-5293,Consumer,United States,City_34,Ohio,East,PROD-86567,Furniture,Storage,Storage Product PROD-86567,679.06,3,0.00,512.73,High
ORD-10015,2022-08-12,2022-08-12,Same Day,CUS-1257,Customer CUS-1257,Consumer,United States,City_17,Pennsylvania,West,PROD-34967,Technology,Chairs,Chairs Product PROD-34967,1935.55,4,0.00,1283.63,High
ORD-10016,2024-07-25,2024-07-25,First Class,CUS-7420,Customer CUS-7420,Home Office,United States,City_55,Virginia,West,PROD-28240,Furniture,Storage,Storage Product PROD-28240,109.30,3,0.00,97.06,Critical
ORD-10017,2023-01-05,2023-01-05,Second Class,CUS-4839,Customer CUS-4839,Consumer,United States,City_81,Ohio,East,PROD-25483,Technology,Tables,Tables Product PROD-25483,290.05,1,0.00,229.93,Low
ORD-10018,2022-07-21,2022-07-21,Same Day,CUS-9375,Customer CUS-9375,Corporate,United States,City_93,California,Central,PROD-37166,Technology,Chairs,Chairs Product PROD-37166,330.46,7,0.00,273.98,Medium
ORD-10019,2022-09-07,2022-09-07,First Class,CUS-4562,Customer CUS-4562,Home Office,United States,City_27,Florida,West,PROD-69758,Technology,Bookcases,Bookcases Product PROD-69758,2347.79,8,0.00,2029.44,High
ORD-10020,2022-03-15,2022-03-15,Same Day,CUS-8297,Customer CUS-8297,Corporate,United States,City_24,Washington,Central,PROD-89537,Technology,Storage,Storage Product PROD-89537,4716.22,10,0.00,4054.45,High
ORD-10021,2023-08-28,2023-08-28,Standard Class,CUS-6680,Customer CUS-6680,Consumer,United States,City_67,Illinois,Central,PROD-10593,Technology,Laptops,Laptops Product PROD-10593,638.31,3,0.00,535.20,Low
ORD-10022,2023-03-12,2023-03-12,Same Day,CUS-3668,Customer CUS-3668,Consumer,United States,City_75,Texas,East,PROD-96644,Technology,Paper,Paper Product PROD-96644,1881.37,6,0.05,1459.44,High
ORD-10023,2023-07-12,2023-07-12,Standard Class,CUS-4674,Customer CUS-4674,Consumer,United States,City_33,Pennsylvania,West,PROD-10549,Furniture,Tables,Tables Product PROD-10549,1524.66,5,0.00,1131.14,Medium
ORD-10024,2022-09-05,2022-09-05,Same Day,CUS-1953,Customer CUS-1953,Corporate,United States,City_63,Pennsylvania,East,PROD-48532,Technology,Storage,Storage Product PROD-48532,3643.37,9,0.00,2988.93,Critical
ORD-10025,2024-09-09,2024-09-09,Standard Class,CUS-3832,Customer CUS-3832,Home Office,United States,City_70,Georgia,West,PROD-74021,Technology,Paper,Paper Product PROD-74021,382.92,1,0.20,297.79,Critical
ORD-10026,2022-02-12,2022-02-12,Second Class,CUS-8435,Customer CUS-8435,Home Office,United States,City_33,Pennsylvania,South,PROD-72679,Furniture,Binders,Binders Product PROD-72679,117.16,5,0.00,107.19,Low
ORD-10027,2023-10-24,2023-10-24,Standard Class,CUS-6028,Customer CUS-6028,Corporate,United States,City_4,Washington,West,PROD-12155,Technology,Accessories,Accessories Product PROD-12155,295.77,2,0.00,264.72,High
ORD-10028,2023-11-01,2023-11-01,First Class,CUS-7274,Customer CUS-7274,Corporate,United States,City_41,California,Central,PROD-54250,Technology,Bookcases,Bookcases Product PROD-54250,3754.91,9,0.00,2190.60,Low
ORD-10029,2022-07-03,2022-07-03,Standard Class,CUS-1995,Customer CUS-1995,Home Office,United States,City_21,Texas,East,PROD-83167,Technology,Binders,Binders Product PROD-83167,1327.72,3,0.05,915.66,High
ORD-10030,2023-10-28,2023-10-28,Second Class,CUS-5308,Customer CUS-5308,Corporate,United States,City_95,Illinois,West,PROD-50562,Furniture,Tables,Tables Product PROD-50562,71.45,6,0.00,42.96,Low
ORD-10031,2024-11-07,2024-11-07,Same Day,CUS-1401,Customer CUS-1401,Consumer,United States,City_68,Texas,South,PROD-46559,Furniture,Tables,Tables Product PROD-46559,2038.55,9,0.00,1457.95,Critical
ORD-10032,2022-01-21,2022-01-21,First Class,CUS-2526,Customer CUS-2526,Home Office,United States,City_9,Pennsylvania,South,PROD-74861,Office Supplies,Paper,Paper Product PROD-74861,1752.11,5,0.00,1246.51,High
ORD-10033,2022-06-10,2022-06-10,Second Class,CUS-7684,Customer CUS-7684,Consumer,United States,City_93,Washington,West,PROD-51885,Office Supplies,Accessories,Accessories Product PROD-51885,132.27,5,0.20,117.06,High
ORD-10034,2022-08-21,2022-08-21,Second Class,CUS-4981,Customer CUS-4981,Corporate,United States,City_33,Georgia,West,PROD-47217,Technology,Storage,Storage Product PROD-47217,2213.71,6,0.00,2060.26,Low
ORD-10035,2022-12-03,2022-12-03,Second Class,CUS-5877,Customer CUS-5877,Corporate,United States,City_74,New York,Central,PROD-75002,Office Supplies,Accessories,Accessories Product PROD-75002,2281.27,9,0.00,1875.96,Critical
ORD-10036,2023-04-09,2023-04-09,First Class,CUS-7565,Customer CUS-7565,Corporate,United States,City_57,Texas,West,PROD-89119,Technology,Tables,Tables Product PROD-89119,1136.84,10,0.00,872.41,High
ORD-10037,2022-02-13,2022-02-13,Same Day,CUS-2649,Customer CUS-2649,Home Office,United States,City_8,New York,West,PROD-17717,Office Supplies,Chairs,Chairs Product PROD-17717,99.61,6,0.05,89.42,High
ORD-10038,2023-07-06,2023-07-06,Same Day,CUS-1783,Customer CUS-1783,Consumer,United States,City_38,New York,East,PROD-97699,Furniture,Storage,Storage Product PROD-97699,704.49,2,0.00,455.55,High
ORD-10039,2023-03-17,2023-03-17,First Class,CUS-7069,Customer CUS-7069,Corporate,United States,City_19,Texas,West,PROD-98689,Technology,Phones,Phones Product PROD-98689,1753.77,6,0.00,1171.09,Medium
ORD-10040,2022-04-24,2022-04-24,First Class,CUS-8404,Customer CUS-8404,Home Office,United States,City_47,Virginia,Central,PROD-89130,Technology,Phones,Phones Product PROD-89130,1006.69,5,0.00,594.39,Low
ORD-10041,2023-06-09,2023-06-09,Same Day,CUS-3679,Customer CUS-3679,Corporate,United States,City_88,Georgia,East,PROD-20056,Technology,Bookcases,Bookcases Product PROD-20056,1019.20,5,0.00,871.06,Critical
ORD-10042,2023-08-12,2023-08-12,Standard Class,CUS-3617,Customer CUS-3617,Corporate,United States,City_33,Ohio,South,PROD-11429,Office Supplies,Storage,Storage Product PROD-11429,661.46,4,0.00,611.15,Low
ORD-10043,2023-07-02,2023-07-02,Same Day,CUS-2557,Customer CUS-2557,Corporate,United States,City_46,Pennsylvania,South,PROD-98709,Furniture,Binders,Binders Product PROD-98709,48.43,4,0.00,38.33,Medium
ORD-10044,2023-01-17,2023-01-17,Same Day,CUS-6418,Customer CUS-6418,Consumer,United States,City_82,Virginia,West,PROD-18298,Office Supplies,Bookcases,Bookcases Product PROD-18298,1699.61,7,0.00,947.51,Medium
ORD-10045,2024-06-21,2024-06-21,Second Class,CUS-7427,Customer CUS-7427,Home Office,United States,City_14,New York,South,PROD-41942,Furniture,Phones,Phones Product PROD-41942,3126.07,9,0.00,1862.76,High
ORD-10046,2022-03-12,2022-03-12,First Class,CUS-5393,Customer CUS-5393,Consumer,United States,City_29,California,Central,PROD-97507,Technology,Storage,Storage Product PROD-97507,2903.88,9,0.00,1928.37,Critical
ORD-10047,2023-02-04,2023-02-04,Same Day,CUS-5368,Customer CUS-5368,Consumer,United States,City_3,Illinois,Central,PROD-74124,Furniture,Copiers,Copiers Product PROD-74124,3278.10,10,0.05,2124.32,Medium
ORD-10048,2022-05-19,2022-05-19,Standard Class,CUS-6578,Customer CUS-6578,Corporate,United States,City_96,Florida,East,PROD-64349,Office Supplies,Laptops,Laptops Product PROD-64349,4208.80,10,0.00,2916.91,Critical
ORD-10049,2024-05-23,2024-05-23,Standard Class,CUS-5805,Customer CUS-5805,Corporate,United States,City_45,Washington,East,PROD-24776,Office Supplies,Tables,Tables Product PROD-24776,374.85,4,0.00,310.16,Low
ORD-10050,2024-03-06,2024-03-06,Second Class,CUS-8207,Customer CUS-8207,Consumer,United States,City_45,Ohio,South,PROD-73769,Technology,Bookcases,Bookcases Product PROD-73769,1321.07,5,0.00,1007.50,High
ORD-10051,2022-01-04,2022-01-04,Second Class,CUS-3662,Customer CUS-3662,Consumer,United States,City_87,Pennsylvania,West,PROD-19951,Furniture,Binders,Binders Product PROD-19951,2303.78,10,0.15,1504.99,Critical
ORD-10052,2024-04-09,2024-04-09,Standard Class,CUS-1251,Customer CUS-1251,Corporate,United States,City_81,Florida,East,PROD-35958,Technology,Binders,Binders Product PROD-35958,112.97,3,0.15,99.83,Medium
ORD-10053,2022-02-08,2022-02-08,First Class,CUS-4301,Customer CUS-4301,Consumer,United States,City_34,Illinois,South,PROD-33094,Furniture,Bookcases,Bookcases Product PROD-33094,3717.45,10,0.15,2706.91,Low
ORD-10054,2024-01-24,2024-01-24,Standard Class,CUS-2177,Customer CUS-2177,Corporate,United States,City_93,Florida,Central,PROD-86713,Technology,Storage,Storage Product PROD-86713,204.84,1,0.00,189.14,Low
ORD-10055,2023-02-11,2023-02-11,Same Day,CUS-6646,Customer CUS-6646,Corporate,United States,City_51,Washington,West,PROD-50982,Technology,Copiers,Copiers Product PROD-50982,221.95,5,0.00,198.69,Low
ORD-10056,2022-04-05,2022-04-05,Same Day,CUS-1132,Customer CUS-1132,Consumer,United States,City_75,New York,West,PROD-92270,Technology,Chairs,Chairs Product PROD-92270,383.75,5,0.10,257.35,Low
ORD-10057,2023-09-17,2023-09-17,Standard Class,CUS-1318,Customer CUS-1318,Consumer,United States,City_40,Florida,East,PROD-63932,Technology,Copiers,Copiers Product PROD-63932,3184.30,10,0.00,2604.54,Medium
ORD-10058,2023-09-07,2023-09-07,Standard Class,CUS-2286,Customer CUS-2286,Home Office,United States,City_54,Washington,South,PROD-42780,Office Supplies,Paper,Paper Product PROD-42780,2867.51,9,0.00,2554.05,High
ORD-10059,2023-12-03,2023-12-03,Standard Class,CUS-7340,Customer CUS-7340,Consumer,United States,City_50,Pennsylvania,South,PROD-15405,Technology,Copiers,Copiers Product PROD-15405,3422.93,7,0.00,2274.04,Low
ORD-10060,2024-12-18,2024-12-18,Same Day,CUS-9916,Customer CUS-9916,Consumer,United States,City_67,Ohio,South,PROD-23227,Furniture,Tables,Tables Product PROD-23227,2080.71,7,0.00,1658.60,High
ORD-10061,2023-11-06,2023-11-06,Same Day,CUS-3338,Customer CUS-3338,Consumer,United States,City_20,Georgia,West,PROD-84880,Technology,Copiers,Copiers Product PROD-84880,336.93,6,0.20,313.23,Critical
ORD-10062,2024-03-17,2024-03-17,Standard Class,CUS-7631,Customer CUS-7631,Corporate,United States,City_63,Illinois,East,PROD-37720,Technology,Binders,Binders Product PROD-37720,2708.50,7,0.15,2238.22,High
ORD-10063,2022-12-27,2022-12-27,Second Class,CUS-7908,Customer CUS-7908,Consumer,United States,City_61,Illinois,West,PROD-63935,Technology,Accessories,Accessories Product PROD-63935,1372.46,6,0.10,942.38,High
ORD-10064,2023-10-06,2023-10-06,Same Day,CUS-5571,Customer CUS-5571,Consumer,United States,City_48,California,South,PROD-45409,Office Supplies,Bookcases,Bookcases Product PROD-45409,2628.06,6,0.00,2100.95,Low
ORD-10065,2023-11-22,2023-11-22,Standard Class,CUS-4207,Customer CUS-4207,Consumer,United States,City_52,Virginia,Central,PROD-45679,Technology,Laptops,Laptops Product PROD-45679,20.83,1,0.00,11.57,Critical
ORD-10066,2024-01-09,2024-01-09,Same Day,CUS-7163,Customer CUS-7163,Home Office,United States,City_59,Texas,South,PROD-26375,Office Supplies,Storage,Storage Product PROD-26375,2209.50,6,0.00,1436.18,Critical
ORD-10067,2022-04-14,2022-04-14,Same Day,CUS-8964,Customer CUS-8964,Consumer,United States,City_91,Georgia,East,PROD-29310,Office Supplies,Phones,Phones Product PROD-29310,467.56,1,0.00,262.10,Critical
ORD-10068,2022-11-14,2022-11-14,First Class,CUS-6972,Customer CUS-6972,Consumer,United States,City_58,California,South,PROD-31993,Furniture,Paper,Paper Product PROD-31993,1095.33,3,0.00,692.24,High
ORD-10069,2022-06-13,2022-06-13,First Class,CUS-7031,Customer CUS-7031,Consumer,United States,City_71,Pennsylvania,South,PROD-15172,Office Supplies,Paper,Paper Product PROD-15172,319.63,1,0.00,221.90,Medium
ORD-10070,2024-07-26,2024-07-26,Second Class,CUS-2303,Customer CUS-2303,Corporate,United States,City_23,Florida,West,PROD-61357,Furniture,Storage,Storage Product PROD-61357,153.25,8,0.00,139.94,High
ORD-10071,2022-12-12,2022-12-12,Same Day,CUS-5166,Customer CUS-5166,Corporate,United States,City_73,Washington,East,PROD-14951,Office Supplies,Copiers,Copiers Product PROD-14951,210.69,1,0.00,134.98,Critical
ORD-10072,2023-11-02,2023-11-02,Standard Class,CUS-6459,Customer CUS-6459,Corporate,United States,City_11,Illinois,West,PROD-52663,Technology,Laptops,Laptops Product PROD-52663,737.22,6,0.00,470.16,Low
ORD-10073,2022-08-25,2022-08-25,First Class,CUS-9227,Customer CUS-9227,Corporate,United States,City_12,Virginia,South,PROD-47218,Technology,Binders,Binders Product PROD-47218,217.62,9,0.05,179.83,Medium
ORD-10074,2023-02-11,2023-02-11,First Class,CUS-8657,Customer CUS-8657,Consumer,United States,City_79,Illinois,West,PROD-43677,Furniture,Chairs,Chairs Product PROD-43677,589.99,5,0.00,325.33,Critical
ORD-10075,2022-07-03,2022-07-03,Second Class,CUS-5467,Customer CUS-5467,Corporate,United States,City_12,Illinois,West,PROD-89300,Technology,Bookcases,Bookcases Product PROD-89300,282.32,3,0.00,267.69,Critical
ORD-10076,2024-01-17,2024-01-17,Second Class,CUS-9776,Customer CUS-9776,Home Office,United States,City_78,Illinois,East,PROD-16943,Furniture,Storage,Storage Product PROD-16943,1343.74,3,0.00,974.58,Medium
ORD-10077,2023-10-13,2023-10-13,Standard Class,CUS-3884,Customer CUS-3884,Home Office,United States,City_80,Washington,East,PROD-84109,Furniture,Storage,Storage Product PROD-84109,2161.41,7,0.00,1978.47,Critical
ORD-10078,2023-09-22,2023-09-22,First Class,CUS-8558,Customer CUS-8558,Consumer,United States,City_70,California,East,PROD-78877,Furniture,Chairs,Chairs Product PROD-78877,584.87,4,0.15,375.16,High
ORD-10079,2022-03-09,2022-03-09,Second Class,CUS-2157,Customer CUS-2157,Corporate,United States,City_21,Georgia,South,PROD-76876,Office Supplies,Storage,Storage Product PROD-76876,633.90,3,0.05,383.29,Low
ORD-10080,2023-06-25,2023-06-25,First Class,CUS-6678,Customer CUS-6678,Consumer,United States,City_9,Virginia,Central,PROD-11792,Technology,Phones,Phones Product PROD-11792,539.75,3,0.00,313.74,High
ORD-10081,2023-06-25,2023-06-25,Second Class,CUS-6433,Customer CUS-6433,Consumer,United States,City_37,Georgia,West,PROD-17626,Office Supplies,Bookcases,Bookcases Product PROD-17626,1445.43,7,0.00,975.06,Low
ORD-10082,2022-07-03,2022-07-03,Standard Class,CUS-2077,Customer CUS-2077,Consumer,United States,City_17,Illinois,Central,PROD-59648,Furniture,Accessories,Accessories Product PROD-59648,455.09,1,0.00,319.00,Medium
ORD-10083,2024-06-20,2024-06-20,Same Day,CUS-8060,Customer CUS-8060,Corporate,United States,City_59,Florida,South,PROD-20854,Office Supplies,Phones,Phones Product PROD-20854,425.37,3,0.00,300.30,Medium
ORD-10084,2022-09-16,2022-09-16,Second Class,CUS-2044,Customer CUS-2044,Consumer,United States,City_62,California,South,PROD-80434,Furniture,Copiers,Copiers Product PROD-80434,2950.24,6,0.00,1796.26,Critical
ORD-10085,2024-09-15,2024-09-15,First Class,CUS-6689,Customer CUS-6689,Home Office,United States,City_74,Virginia,East,PROD-86777,Technology,Bookcases,Bookcases Product PROD-86777,492.88,1,0.00,408.39,Medium
ORD-10086,2022-10-27,2022-10-27,Same Day,CUS-7585,Customer CUS-7585,Consumer,United States,City_9,Texas,East,PROD-20370,Furniture,Storage,Storage Product PROD-20370,833.99,10,0.00,508.62,Critical
ORD-10087,2022-02-18,2022-02-18,Second Class,CUS-5455,Customer CUS-5455,Consumer,United States,City_97,Washington,West,PROD-25095,Technology,Tables,Tables Product PROD-25095,152.48,5,0.00,141.78,Critical
ORD-10088,2022-12-26,2022-12-26,Same Day,CUS-1298,Customer CUS-1298,Home Office,United States,City_90,Virginia,East,PROD-40340,Technology,Phones,Phones Product PROD-40340,560.77,5,0.00,393.89,High
ORD-10089,2022-08-16,2022-08-16,Same Day,CUS-7426,Customer CUS-7426,Home Office,United States,City_50,California,East,PROD-13163,Technology,Paper,Paper Product PROD-13163,169.31,3,0.05,149.66,Low
ORD-10090,2024-10-28,2024-10-28,Same Day,CUS-3952,Customer CUS-3952,Home Office,United States,City_91,Ohio,East,PROD-60934,Technology,Bookcases,Bookcases Product PROD-60934,3093.22,8,0.00,2240.09,High
ORD-10091,2024-06-06,2024-06-06,Second Class,CUS-3064,Customer CUS-3064,Consumer,United States,City_34,Washington,West,PROD-21914,Furniture,Chairs,Chairs Product PROD-21914,808.59,10,0.00,680.11,Low
ORD-10092,2024-08-28,2024-08-28,First Class,CUS-5832,Customer CUS-5832,Corporate,United States,City_36,Texas,West,PROD-61724,Office Supplies,Phones,Phones Product PROD-61724,309.85,5,0.00,246.07,High
ORD-10093,2023-11-27,2023-11-27,Standard Class,CUS-1608,Customer CUS-1608,Corporate,United States,City_66,New York,Central,PROD-19449,Office Supplies,Tables,Tables Product PROD-19449,1625.23,9,0.00,1134.96,Low
ORD-10094,2022-12-12,2022-12-12,Second Class,CUS-9959,Customer CUS-9959,Consumer,United States,City_44,Florida,East,PROD-73856,Technology,Binders,Binders Product PROD-73856,1446.61,3,0.00,930.91,Low
ORD-10095,2024-08-24,2024-08-24,Standard Class,CUS-9584,Customer CUS-9584,Corporate,United States,City_76,Georgia,South,PROD-40248,Technology,Storage,Storage Product PROD-40248,469.47,5,0.00,408.68,High
ORD-10096,2023-11-28,2023-11-28,Standard Class,CUS-7267,Customer CUS-7267,Home Office,United States,City_75,Virginia,South,PROD-49125,Technology,Phones,Phones Product PROD-49125,648.72,2,0.15,605.46,Critical
ORD-10097,2024-06-20,2024-06-20,Second Class,CUS-1252,Customer CUS-1252,Home Office,United States,City_28,Florida,East,PROD-67358,Technology,Bookcases,Bookcases Product PROD-67358,630.75,10,0.00,555.43,Low
ORD-10098,2022-10-25,2022-10-25,First Class,CUS-3748,Customer CUS-3748,Corporate,United States,City_77,Florida,East,PROD-74555,Furniture,Phones,Phones Product PROD-74555,3090.28,7,0.05,2112.21,Medium
ORD-10099,2024-04-16,2024-04-16,Second Class,CUS-2848,Customer CUS-2848,Corporate,United States,City_99,California,Central,PROD-65926,Technology,Binders,Binders Product PROD-65926,3957.18,10,0.00,2458.32,Medium
ORD-10100,2024-07-07,2024-07-07,First Class,CUS-9686,Customer CUS-9686,Home Office,United States,City_73,Washington,South,PROD-52966,Office Supplies,Phones,Phones Product PROD-52966,256.87,3,0.00,192.63,High
ORD-10101,2024-01-15,2024-01-15,First Class,CUS-2116,Customer CUS-2116,Consumer,United States,City_41,New York,South,PROD-13788,Technology,Copiers,Copiers Product PROD-13788,3989.83,10,0.00,2833.09,Medium
ORD-10102,2023-04-06,2023-04-06,Standard Class,CUS-7104,Customer CUS-7104,Consumer,United States,City_16,Virginia,East,PROD-83692,Furniture,Binders,Binders Product PROD-83692,1596.06,7,0.00,1342.94,Low
ORD-10103,2022-10-15,2022-10-15,First Class,CUS-6076,Customer CUS-6076,Corporate,United States,City_97,Washington,West,PROD-59993,Office Supplies,Storage,Storage Product PROD-59993,111.15,1,0.00,70.73,Medium
ORD-10104,2024-03-13,2024-03-13,Second Class,CUS-3484,Customer CUS-3484,Consumer,United States,City_14,Virginia,Central,PROD-41739,Office Supplies,Binders,Binders Product PROD-41739,1692.30,7,0.00,989.96,Low
ORD-10105,2024-09-04,2024-09-04,Standard Class,CUS-6979,Customer CUS-6979,Consumer,United States,City_10,Ohio,West,PROD-30726,Office Supplies,Binders,Binders Product PROD-30726,115.73,1,0.00,98.81,High
ORD-10106,2023-12-23,2023-12-23,First Class,CUS-2457,Customer CUS-2457,Consumer,United States,City_25,Georgia,Central,PROD-54258,Office Supplies,Binders,Binders Product PROD-54258,914.40,3,0.10,737.40,Critical
ORD-10107,2023-12-28,2023-12-28,Second Class,CUS-2832,Customer CUS-2832,Consumer,United States,City_21,Texas,Central,PROD-51639,Office Supplies,Laptops,Laptops Product PROD-51639,3654.80,10,0.20,2691.34,Medium
ORD-10108,2022-08-20,2022-08-20,Second Class,CUS-2684,Customer CUS-2684,Home Office,United States,City_3,Florida,Central,PROD-92523,Technology,Chairs,Chairs Product PROD-92523,148.53,5,0.00,127.10,Medium
ORD-10109,2023-01-20,2023-01-20,First Class,CUS-2351,Customer CUS-2351,Home Office,United States,City_71,California,South,PROD-72766,Furniture,Accessories,Accessories Product PROD-72766,913.70,9,0.15,803.53,Medium
ORD-10110,2022-09-16,2022-09-16,Second Class,CUS-5092,Customer CUS-5092,Home Office,United States,City_79,Virginia,South,PROD-30236,Office Supplies,Accessories,Accessories Product PROD-30236,2781.13,9,0.15,2337.67,Medium
ORD-10111,2022-08-28,2022-08-28,Second Class,CUS-7221,Customer CUS-7221,Home Office,United States,City_57,Washington,East,PROD-53936,Furniture,Tables,Tables Product PROD-53936,313.45,6,0.00,193.88,Medium
ORD-10112,2023-11-07,2023-11-07,First Class,CUS-5060,Customer CUS-5060,Consumer,United States,City_86,Illinois,South,PROD-80997,Technology,Laptops,Laptops Product PROD-80997,2819.45,9,0.00,1623.62,Critical
ORD-10113,2024-11-16,2024-11-16,Same Day,CUS-1407,Customer CUS-1407,Home Office,United States,City_45,Pennsylvania,South,PROD-58041,Office Supplies,Accessories,Accessories Product PROD-58041,343.68,1,0.00,259.72,Medium
ORD-10114,2024-08-06,2024-08-06,Second Class,CUS-9829,Customer CUS-9829,Consumer,United States,City_61,Georgia,South,PROD-76293,Office Supplies,Paper,Paper Product PROD-76293,2341.07,6,0.00,2118.06,High
ORD-10115,2023-07-05,2023-07-05,Second Class,CUS-7144,Customer CUS-7144,Home Office,United States,City_58,Ohio,Central,PROD-12814,Technology,Paper,Paper Product PROD-12814,4527.21,10,0.00,2735.75,Medium
ORD-10116,2022-05-01,2022-05-01,Standard Class,CUS-7749,Customer CUS-7749,Home Office,United States,City_9,Texas,Central,PROD-55025,Technology,Accessories,Accessories Product PROD-55025,3825.78,10,0.00,2156.95,Low
ORD-10117,2022-12-20,2022-12-20,Second Class,CUS-7709,Customer CUS-7709,Consumer,United States,City_38,Pennsylvania,East,PROD-52848,Office Supplies,Chairs,Chairs Product PROD-52848,592.34,6,0.00,432.59,Medium
ORD-10118,2022-04-15,2022-04-15,Same Day,CUS-1281,Customer CUS-1281,Home Office,United States,City_13,Virginia,West,PROD-60729,Technology,Tables,Tables Product PROD-60729,3289.12,7,0.00,2520.43,Medium
ORD-10119,2022-09-24,2022-09-24,First Class,CUS-3693,Customer CUS-3693,Corporate,United States,City_12,Georgia,Central,PROD-61073,Technology,Laptops,Laptops Product PROD-61073,2239.51,8,0.00,1452.37,Medium
ORD-10120,2024-12-16,2024-12-16,Second Class,CUS-1918,Customer CUS-1918,Home Office,United States,City_91,Ohio,Central,PROD-27533,Technology,Phones,Phones Product PROD-27533,1333.83,3,0.10,1221.88,High
ORD-10121,2022-06-23,2022-06-23,Standard Class,CUS-4429,Customer CUS-4429,Consumer,United States,City_24,California,South,PROD-92133,Furniture,Accessories,Accessories Product PROD-92133,979.67,7,0.10,649.85,High
ORD-10122,2024-12-17,2024-12-17,First Class,CUS-7922,Customer CUS-7922,Consumer,United States,City_67,Virginia,East,PROD-60763,Office Supplies,Binders,Binders Product PROD-60763,1323.75,8,0.00,1143.46,Medium
ORD-10123,2024-02-20,2024-02-20,Same Day,CUS-6436,Customer CUS-6436,Corporate,United States,City_27,Texas,Central,PROD-19335,Furniture,Copiers,Copiers Product PROD-19335,190.39,1,0.20,160.91,Low
ORD-10124,2024-10-22,2024-10-22,Same Day,CUS-3862,Customer CUS-3862,Corporate,United States,City_48,New York,South,PROD-99770,Office Supplies,Copiers,Copiers Product PROD-99770,4346.29,9,0.00,4007.21,Critical
ORD-10125,2024-05-07,2024-05-07,Standard Class,CUS-4051,Customer CUS-4051,Corporate,United States,City_46,Illinois,South,PROD-47566,Technology,Storage,Storage Product PROD-47566,874.27,2,0.00,780.78,High
ORD-10126,2022-06-04,2022-06-04,Second Class,CUS-2191,Customer CUS-2191,Home Office,United States,City_79,New York,South,PROD-88315,Office Supplies,Paper,Paper Product PROD-88315,944.30,6,0.00,684.22,Medium
